ClientName,Latitude,Longitude,ClusterNumber,centroids,UniqueClusterID
Brooke Reyes DVM,11.0306147,76.8910824,3,[11.02518256 76.91014288],C_3
Emily Kim,11.0545484,77.0673111,7,[11.0320363  77.05078642],C_7
Rebecca Rowe,10.9514218,76.9726419,6,[10.95437625 76.97053033],C_6
Louis White,10.9969889,77.0000953,2,[11.00793952 77.00711148],C_2
Christopher Allen,10.9967151,76.9572846,1,[10.99032947 76.94906085],C_1
Francisco Thomas,10.9873215,76.9378695,1,[10.99032947 76.94906085],C_1
Joseph Lynch,10.9925217,77.0110769,2,[11.00793952 77.00711148],C_2
Brandon Stanley,11.0027477,77.0512083,7,[11.0320363  77.05078642],C_7
Mrs. Maria Mills DVM,11.0089195,77.0026624,2,[11.00793952 77.00711148],C_2
James Walker,10.9966288,77.0018347,2,[11.00793952 77.00711148],C_2
Caitlin Butler,11.0303638,76.8919382,3,[11.02518256 76.91014288],C_3
Mark Terry,10.9910506,76.9913279,2,[11.00793952 77.00711148],C_2
Wendy Owens,11.0550606,77.0455245,7,[11.0320363  77.05078642],C_7
Timothy Mathews,11.0504449,77.0188489,5,[11.06430224 77.0049296 ],C_5
Craig Thomas,11.0639809,76.9978309,5,[11.06430224 77.0049296 ],C_5
Tyler Huffman,11.0275955,76.9571359,4,[11.03458701 76.96008318],C_4
Calvin Johnson,11.0214004,76.9601652,4,[11.03458701 76.96008318],C_4
Linda Dennis,11.0170896,76.9862723,2,[11.00793952 77.00711148],C_2
Kimberly Charles,11.010806,76.9903375,2,[11.00793952 77.00711148],C_2
Brandon Thornton,11.0022034,77.0233,2,[11.00793952 77.00711148],C_2
Jacob Livingston,11.0569935,77.0508303,7,[11.0320363  77.05078642],C_7
Joseph Harmon,10.997223,76.9371185,1,[10.99032947 76.94906085],C_1
Laurie Anderson,10.9585523,76.9785962,6,[10.95437625 76.97053033],C_6
Edward Walker,10.9825008,76.972018,1,[10.99032947 76.94906085],C_1
Mark Brooks,11.0383997,76.9910702,5,[11.06430224 77.0049296 ],C_5
Todd Downs,11.0067761,77.036532,7,[11.0320363  77.05078642],C_7
Kenneth Wyatt,11.0006308,77.0295972,2,[11.00793952 77.00711148],C_2
Joanna Leblanc,11.0653375,77.0078305,5,[11.06430224 77.0049296 ],C_5
Jessica Sims,11.0466594,76.9601652,4,[11.03458701 76.96008318],C_4
Kimberly Fischer,11.0036343,77.0448666,7,[11.0320363  77.05078642],C_7
Claudia Gallegos,10.8279827,76.7325925,0,[10.90632173 76.96935831],C_0
Elizabeth Kane,11.0098399,76.9267618,3,[11.02518256 76.91014288],C_3
Tim Gilbert,11.0468838,77.052863,7,[11.0320363  77.05078642],C_7
Mary Cooke,10.9710591,76.89124,3,[11.02518256 76.91014288],C_3
Tyler Harrison,11.0078992,77.0150125,2,[11.00793952 77.00711148],C_2
Kaitlyn Elliott,11.0283866,76.9578629,4,[11.03458701 76.96008318],C_4
Dana Scott,10.998964,77.0510981,7,[11.0320363  77.05078642],C_7
Jeremy Brewer,10.9321297,76.9497729,6,[10.95437625 76.97053033],C_6
Kathy Evans,11.0295083,76.9740473,4,[11.03458701 76.96008318],C_4
Ashley Clark,11.0269915,76.9717569,4,[11.03458701 76.96008318],C_4
Anthony Kennedy,11.0034325,77.0491166,7,[11.0320363  77.05078642],C_7
Michelle Acosta,10.9549301,76.9622884,6,[10.95437625 76.97053033],C_6
Steven Bowman,10.9934355,76.9582918,1,[10.99032947 76.94906085],C_1
Kyle Black,10.9952422,76.9580756,1,[10.99032947 76.94906085],C_1
Bianca Orozco,10.9467537,76.9725127,6,[10.95437625 76.97053033],C_6
Nancy Mcgee,10.9943182,76.9881228,2,[11.00793952 77.00711148],C_2
Brandon Wood,10.9543705,76.9878487,6,[10.95437625 76.97053033],C_6
William Clark,10.9905271,76.9435882,1,[10.99032947 76.94906085],C_1
Christine Quinn,10.9792917,77.0334085,2,[11.00793952 77.00711148],C_2
Angela Hicks,10.9944919,76.9880128,2,[11.00793952 77.00711148],C_2
Shannon Ochoa,11.0125952,76.9997877,2,[11.00793952 77.00711148],C_2
Lisa Williams,11.0228423,76.9794589,4,[11.03458701 76.96008318],C_4
Mark Martin,10.9961779,76.9553393,1,[10.99032947 76.94906085],C_1
Kim Torres,10.9938743,76.9572072,1,[10.99032947 76.94906085],C_1
Anthony Thompson,10.955586,76.9729829,6,[10.95437625 76.97053033],C_6
Virginia Michael,11.0600619,76.9719365,4,[11.03458701 76.96008318],C_4
Thomas Ward,11.0750797,76.9542912,4,[11.03458701 76.96008318],C_4
Carl Richards,11.0272092,76.9621481,4,[11.03458701 76.96008318],C_4
Jacqueline Lee,11.0080752,77.0509782,7,[11.0320363  77.05078642],C_7
Rebecca Carlson,11.0663511,77.0456355,7,[11.0320363  77.05078642],C_7
Linda Moreno,11.0241567,76.9354929,3,[11.02518256 76.91014288],C_3
Madeline Johnson,10.9717005,76.9728198,6,[10.95437625 76.97053033],C_6
Andrea Molina,10.9994504,76.9713353,1,[10.99032947 76.94906085],C_1
Edward Benson,11.0334614,77.0063938,2,[11.00793952 77.00711148],C_2
Melanie Lee,11.0112279,76.997783,2,[11.00793952 77.00711148],C_2
Jeffrey Russell,11.006763,76.9515793,1,[10.99032947 76.94906085],C_1
Rachel Cooper,11.0231342,76.9463683,4,[11.03458701 76.96008318],C_4
Peter Hudson,11.0298762,76.9435939,4,[11.03458701 76.96008318],C_4
Mrs. Tammy Taylor,10.9362071,76.9507728,6,[10.95437625 76.97053033],C_6
Karen Hodge,11.0368166,76.9605962,4,[11.03458701 76.96008318],C_4
Lisa Rodriguez,11.0093319,77.0273624,2,[11.00793952 77.00711148],C_2
Mrs. Karen Gonzalez MD,10.9969486,76.9998116,2,[11.00793952 77.00711148],C_2
Jennifer Diaz,11.0346029,77.0044555,2,[11.00793952 77.00711148],C_2
Parker Cunningham,11.0698189,77.0168577,5,[11.06430224 77.0049296 ],C_5
Christian Delgado,11.0682053,76.9454896,4,[11.03458701 76.96008318],C_4
Robert Roy,11.0311852,76.9914044,2,[11.00793952 77.00711148],C_2
Diane Gardner,10.9665108,76.9472445,1,[10.99032947 76.94906085],C_1
Kenneth Copeland,10.9872312,76.9732543,1,[10.99032947 76.94906085],C_1
Jared Cox,10.9559324,76.9003878,1,[10.99032947 76.94906085],C_1
Ricky Stark,11.09679,77.0191739,5,[11.06430224 77.0049296 ],C_5
Ashley Garcia,11.0385665,76.9255429,3,[11.02518256 76.91014288],C_3
Larry Cooper,10.9886831,76.9398119,1,[10.99032947 76.94906085],C_1
Bradley Elliott,11.0832386,76.9818374,5,[11.06430224 77.0049296 ],C_5
Dennis Herrera,11.0877341,77.0112661,5,[11.06430224 77.0049296 ],C_5
Veronica Osborn,11.0254803,77.0007906,2,[11.00793952 77.00711148],C_2
Rodney Anderson,11.0298317,76.9436747,4,[11.03458701 76.96008318],C_4
Teresa Pope,11.0286587,77.037176,7,[11.0320363  77.05078642],C_7
Nicole Curry,11.0116041,76.9904933,2,[11.00793952 77.00711148],C_2
Caitlyn Smith,10.9658232,76.9477805,1,[10.99032947 76.94906085],C_1
William Serrano,11.0297199,76.9616287,4,[11.03458701 76.96008318],C_4
Christopher Trevino,11.0047886,76.955815,1,[10.99032947 76.94906085],C_1
Vicki Barton,11.0258496,76.9514892,4,[11.03458701 76.96008318],C_4
Theresa Scott,11.0466734,76.9281834,3,[11.02518256 76.91014288],C_3
Rachael Johnson,10.9840318,76.92429,1,[10.99032947 76.94906085],C_1
Nicholas Perez,10.9948975,76.9285019,1,[10.99032947 76.94906085],C_1
Suzanne Gill,11.0441919,76.9234073,3,[11.02518256 76.91014288],C_3
Gary Howard,11.0495603,77.0503418,7,[11.0320363  77.05078642],C_7
Meagan Lopez,11.0388952,76.9261549,3,[11.02518256 76.91014288],C_3
Melissa Mcdonald,11.0268818,77.0142221,2,[11.00793952 77.00711148],C_2
Anne Phillips,11.0172538,76.9798408,4,[11.03458701 76.96008318],C_4
Joe Fuentes,10.9437943,76.9487049,6,[10.95437625 76.97053033],C_6
Wayne Wright,11.0271921,76.9639012,4,[11.03458701 76.96008318],C_4
Francisco Grant,10.9561507,76.9665518,6,[10.95437625 76.97053033],C_6
Andrew Mccormick,11.0519284,77.0642551,7,[11.0320363  77.05078642],C_7
Jenny Jordan,11.0283275,77.0007946,2,[11.00793952 77.00711148],C_2
Diane Wells,10.9577892,76.9260693,1,[10.99032947 76.94906085],C_1
Terry Owen,11.0265428,76.9901598,2,[11.00793952 77.00711148],C_2
Carla Miller,11.0745206,76.9535644,4,[11.03458701 76.96008318],C_4
Jack Allen,10.993803,76.9882431,2,[11.00793952 77.00711148],C_2
Erica Duncan,11.0249585,76.9014691,3,[11.02518256 76.91014288],C_3
Sydney Bush,11.015415,77.0237033,2,[11.00793952 77.00711148],C_2
Michelle Jones,10.9498347,76.9791434,6,[10.95437625 76.97053033],C_6
Tanya Martinez,11.0148408,76.9098029,3,[11.02518256 76.91014288],C_3
Lori Peterson,11.0752391,76.956418,4,[11.03458701 76.96008318],C_4
Jonathan Watts,11.0545807,77.0290081,5,[11.06430224 77.0049296 ],C_5
Javier Thomas,10.9075997,77.0037733,0,[10.90632173 76.96935831],C_0
Devin Luna,11.0090967,76.9444567,1,[10.99032947 76.94906085],C_1
Tanya Goodman,10.919992,76.978079,0,[10.90632173 76.96935831],C_0
Kenneth Gallegos,11.0303337,76.9479694,4,[11.03458701 76.96008318],C_4
Nancy Gomez,11.0644869,76.9911156,5,[11.06430224 77.0049296 ],C_5
Corey Bonilla,10.9571346,76.9796986,6,[10.95437625 76.97053033],C_6
Leslie King,10.9322329,76.9498535,6,[10.95437625 76.97053033],C_6
Douglas Rose,11.0422764,76.9703027,4,[11.03458701 76.96008318],C_4
Thomas Carroll Jr.,10.9319117,76.9495886,6,[10.95437625 76.97053033],C_6
Kristen Scott,11.0519038,77.0642636,7,[11.0320363  77.05078642],C_7
Barbara Marks,10.9476558,76.9695329,6,[10.95437625 76.97053033],C_6
Kaylee Ritter,11.0203778,76.9736794,4,[11.03458701 76.96008318],C_4
David Byrd,11.0439086,76.926499,3,[11.02518256 76.91014288],C_3
Michael Taylor,10.9515502,76.9803403,6,[10.95437625 76.97053033],C_6
Michael Armstrong,11.0007579,76.9927419,2,[11.00793952 77.00711148],C_2
Joseph Wagner,11.0676086,77.0042261,5,[11.06430224 77.0049296 ],C_5
Jessica Edwards,11.0324676,76.924207,3,[11.02518256 76.91014288],C_3
Michael Daniels,11.0112027,77.0018512,2,[11.00793952 77.00711148],C_2
Julie Garcia,11.0447202,77.0025822,5,[11.06430224 77.0049296 ],C_5
David Salazar,10.9663233,77.030359,2,[11.00793952 77.00711148],C_2
Christopher Gallagher,11.0283405,76.9017877,3,[11.02518256 76.91014288],C_3
Benjamin Miller,10.9823478,76.9699349,1,[10.99032947 76.94906085],C_1
Adam Jackson II,11.0209167,76.9707,4,[11.03458701 76.96008318],C_4
Evan Barnes,11.098772,77.017186,5,[11.06430224 77.0049296 ],C_5
Jared English,11.028697,76.8950688,3,[11.02518256 76.91014288],C_3
Cynthia Brown,10.9840661,76.9242104,1,[10.99032947 76.94906085],C_1
Terrence Pratt,10.9427341,76.9553975,6,[10.95437625 76.97053033],C_6
Jennifer Velasquez,11.0260756,76.9586781,4,[11.03458701 76.96008318],C_4
Joshua Smith,11.0067077,76.9914824,2,[11.00793952 77.00711148],C_2
Angela Williams,11.028748,76.9972396,2,[11.00793952 77.00711148],C_2
Wayne Smith,11.0237516,76.908721,3,[11.02518256 76.91014288],C_3
Shannon Mejia,10.9967135,76.9513667,1,[10.99032947 76.94906085],C_1
Matthew Harding,11.0061737,76.9521487,1,[10.99032947 76.94906085],C_1
Anthony Lawrence,11.0587394,76.9432138,4,[11.03458701 76.96008318],C_4
Kristie Roberts,11.0263833,76.9279059,3,[11.02518256 76.91014288],C_3
Kevin Parks,10.943625,76.9575829,6,[10.95437625 76.97053033],C_6
Jeffrey Williams,10.990007,76.9578021,1,[10.99032947 76.94906085],C_1
Mr. Richard Johnson DVM,11.0115623,76.9902263,2,[11.00793952 77.00711148],C_2
Teresa Wheeler PhD,11.0451663,77.0490626,7,[11.0320363  77.05078642],C_7
Robert Cooper,11.0019415,77.0286704,2,[11.00793952 77.00711148],C_2
Laurie Young,10.9598107,76.915101,1,[10.99032947 76.94906085],C_1
Michelle Rogers,11.0734208,77.016669,5,[11.06430224 77.0049296 ],C_5
Sherri Hall,11.0625523,76.991533,5,[11.06430224 77.0049296 ],C_5
Evelyn Allen,11.1022222,76.9965419,5,[11.06430224 77.0049296 ],C_5
Zachary Schultz,11.0316647,76.9621436,4,[11.03458701 76.96008318],C_4
Melissa Walker,10.9867433,76.9647209,1,[10.99032947 76.94906085],C_1
John Rodriguez,10.9903666,76.965348,1,[10.99032947 76.94906085],C_1
Steven Hughes,11.0335009,76.9259647,3,[11.02518256 76.91014288],C_3
Molly Hoffman,11.0226829,76.94347,4,[11.03458701 76.96008318],C_4
Joe Duke,11.0395899,76.9549666,4,[11.03458701 76.96008318],C_4
Robert Hartman,11.0462555,76.9427261,4,[11.03458701 76.96008318],C_4
Brittany Phillips,11.0300205,76.975353,4,[11.03458701 76.96008318],C_4
Teresa Robinson,10.9637667,76.9551883,6,[10.95437625 76.97053033],C_6
Stephen Davis,11.0041785,76.9928515,2,[11.00793952 77.00711148],C_2
Kathryn Holloway,11.006326,77.0289652,2,[11.00793952 77.00711148],C_2
Anthony Walters,10.9582267,76.9766369,6,[10.95437625 76.97053033],C_6
Heather Collins,11.0357686,76.9278946,3,[11.02518256 76.91014288],C_3
April Miller,11.0581847,76.9943673,5,[11.06430224 77.0049296 ],C_5
Ryan Bennett,11.0347162,76.937606,4,[11.03458701 76.96008318],C_4
Francisco Stewart,10.9887593,76.9417118,1,[10.99032947 76.94906085],C_1
Shelly Wolfe,11.083246,76.9817096,5,[11.06430224 77.0049296 ],C_5
Rachel Nixon,10.9778626,76.9647505,1,[10.99032947 76.94906085],C_1
Lauren Hall,10.9626467,76.9527467,6,[10.95437625 76.97053033],C_6
Matthew Butler,10.9907855,76.9919665,2,[11.00793952 77.00711148],C_2
Dylan Wright,11.0048979,76.9937672,2,[11.00793952 77.00711148],C_2
Courtney Hoffman,11.032838,76.8913101,3,[11.02518256 76.91014288],C_3
Jennifer Barnes,11.0050719,77.0525608,7,[11.0320363  77.05078642],C_7
Troy Ramos,11.030907,76.9623174,4,[11.03458701 76.96008318],C_4
Kara Williams,11.0592763,77.0059462,5,[11.06430224 77.0049296 ],C_5
Sara Gentry,11.0219071,77.0608737,7,[11.0320363  77.05078642],C_7
Melissa Jones,11.0263364,76.8837945,3,[11.02518256 76.91014288],C_3
Susan Wilkinson,10.958841,76.9665514,6,[10.95437625 76.97053033],C_6
Jennifer Dominguez,11.050762,77.0686358,7,[11.0320363  77.05078642],C_7
Frederick Roberts,11.0760639,76.9990777,5,[11.06430224 77.0049296 ],C_5
Eric Erickson,11.0601138,77.0840527,7,[11.0320363  77.05078642],C_7
Phillip Williams,10.9635754,76.9545391,6,[10.95437625 76.97053033],C_6
Justin Faulkner,11.0263408,76.9652203,4,[11.03458701 76.96008318],C_4
Alvin Mcpherson,11.05336,77.0389181,7,[11.0320363  77.05078642],C_7
Jose Morgan,11.0518498,76.9178337,3,[11.02518256 76.91014288],C_3
Brittany Norton,11.0208657,76.9749542,4,[11.03458701 76.96008318],C_4
Donald Reed,10.9446833,76.9855292,6,[10.95437625 76.97053033],C_6
Richard Foster,10.9446714,76.9727497,6,[10.95437625 76.97053033],C_6
Zachary Martin,11.0590208,77.0375561,7,[11.0320363  77.05078642],C_7
Matthew Edwards,11.0628272,76.9896876,5,[11.06430224 77.0049296 ],C_5
Mr. Duane Johnson MD,11.0082343,76.9647578,1,[10.99032947 76.94906085],C_1
Elizabeth Schmidt,11.0763078,77.0038872,5,[11.06430224 77.0049296 ],C_5
Jessica Ward,10.9572805,76.9245095,1,[10.99032947 76.94906085],C_1
Janet Ware,11.0148097,76.9677265,4,[11.03458701 76.96008318],C_4
Michelle Hanson,11.0673764,77.0029537,5,[11.06430224 77.0049296 ],C_5
Katherine Mays,10.9916594,76.9649656,1,[10.99032947 76.94906085],C_1
George Schultz,11.0653725,77.0005528,5,[11.06430224 77.0049296 ],C_5
April Snyder,10.9950784,76.9576041,1,[10.99032947 76.94906085],C_1
Rachel Day,11.0627864,76.9937286,5,[11.06430224 77.0049296 ],C_5
Lisa Edwards,10.9621867,76.9501193,6,[10.95437625 76.97053033],C_6
Bonnie Reyes,11.0168304,76.9767156,4,[11.03458701 76.96008318],C_4
Tamara Wright,10.9390483,76.9736167,6,[10.95437625 76.97053033],C_6
Caroline Shaw,11.0280757,76.9598814,4,[11.03458701 76.96008318],C_4
Chad Rogers,11.0036962,76.9561525,1,[10.99032947 76.94906085],C_1
Raymond Miller,11.0087111,77.0495715,7,[11.0320363  77.05078642],C_7
Elizabeth Martin,11.0097016,76.9919394,2,[11.00793952 77.00711148],C_2
Julie Mueller,11.0232318,77.0218631,2,[11.00793952 77.00711148],C_2
Nathan Robinson MD,11.0432247,77.0048389,5,[11.06430224 77.0049296 ],C_5
Mr. Douglas Vega,11.0373739,76.980082,4,[11.03458701 76.96008318],C_4
Ryan Young,10.9531703,76.9616524,6,[10.95437625 76.97053033],C_6
James Hanson,11.004934,77.0516952,7,[11.0320363  77.05078642],C_7
Daniel Mclaughlin,10.9425889,76.9534716,6,[10.95437625 76.97053033],C_6
Lori Hill,11.0268589,76.9336434,3,[11.02518256 76.91014288],C_3
Lisa Dodson,11.0019809,76.9595716,1,[10.99032947 76.94906085],C_1
Samuel Simmons,10.9553733,76.9659382,6,[10.95437625 76.97053033],C_6
Stephanie Smith,11.0376883,76.9360233,4,[11.03458701 76.96008318],C_4
Carrie Nguyen,11.0482076,76.927973,3,[11.02518256 76.91014288],C_3
Catherine Simmons,11.0056362,77.0486178,7,[11.0320363  77.05078642],C_7
Jane Herrera MD,11.0188989,76.9750927,4,[11.03458701 76.96008318],C_4
Robert Nichols,11.0403459,76.9897897,5,[11.06430224 77.0049296 ],C_5
Kathy Henry,11.0049247,77.03222,2,[11.00793952 77.00711148],C_2
Kimberly Conley,10.9605158,76.9843843,6,[10.95437625 76.97053033],C_6
Amy Haas,10.9933705,76.9576187,1,[10.99032947 76.94906085],C_1
Laura Brooks,10.9604226,76.9156534,1,[10.99032947 76.94906085],C_1
Taylor Kelly,10.9894531,76.9546445,1,[10.99032947 76.94906085],C_1
Margaret Gonzales,10.9444639,76.951768,6,[10.95437625 76.97053033],C_6
Jordan Green,11.0022266,77.0252308,2,[11.00793952 77.00711148],C_2
Lydia Smith,10.9933589,76.9274564,1,[10.99032947 76.94906085],C_1
Melissa Young,11.0080143,77.0150941,2,[11.00793952 77.00711148],C_2
Kevin Waters,11.02464,76.964545,4,[11.03458701 76.96008318],C_4
Peter Ortiz,10.9899886,76.9976809,2,[11.00793952 77.00711148],C_2
Katherine Reed,11.0331783,76.9311811,3,[11.02518256 76.91014288],C_3
Raven Flowers,10.9950863,76.9989856,2,[11.00793952 77.00711148],C_2
Susan Nguyen,11.0270962,76.9623681,4,[11.03458701 76.96008318],C_4
Jeffrey Wright,11.026095,76.9555158,4,[11.03458701 76.96008318],C_4
Keith Bailey,10.9976873,76.9927258,2,[11.00793952 77.00711148],C_2
Alyssa Sandoval,11.0466735,76.9939778,5,[11.06430224 77.0049296 ],C_5
Samantha Hall,11.02214,77.0089644,2,[11.00793952 77.00711148],C_2
Gregory Reese,11.0450733,76.9733009,4,[11.03458701 76.96008318],C_4
Lindsay Avila,11.0321578,76.8878207,3,[11.02518256 76.91014288],C_3
Cindy Petty,10.9579038,76.9503862,6,[10.95437625 76.97053033],C_6
Thomas Escobar,10.9993914,77.0254698,2,[11.00793952 77.00711148],C_2
Kellie Gregory,10.9848465,76.9397266,1,[10.99032947 76.94906085],C_1
Kristopher Soto,11.0487816,77.0509066,7,[11.0320363  77.05078642],C_7
Kendra Stewart,11.0460163,76.9493691,4,[11.03458701 76.96008318],C_4
Anna Riley,10.9316777,76.9493456,6,[10.95437625 76.97053033],C_6
Cheryl Murphy,10.939513,76.9736815,6,[10.95437625 76.97053033],C_6
Katherine Wong,10.9445987,76.9849944,6,[10.95437625 76.97053033],C_6
Ashley Parker,11.0151721,76.9616635,4,[11.03458701 76.96008318],C_4
Wanda Robinson,11.062049,76.989202,5,[11.06430224 77.0049296 ],C_5
Wendy Strickland,10.9039106,76.998367,0,[10.90632173 76.96935831],C_0
Sharon Lewis,10.9737788,76.8989377,3,[11.02518256 76.91014288],C_3
Emily Jackson,11.0176277,76.9759718,4,[11.03458701 76.96008318],C_4
Kristopher Williams,10.991219,76.9571204,1,[10.99032947 76.94906085],C_1
Bobby Sanchez,10.9640776,76.9702468,6,[10.95437625 76.97053033],C_6
Jessica Snyder,11.00452,77.0297733,2,[11.00793952 77.00711148],C_2
Tyler Rowland,10.9865584,76.9383705,1,[10.99032947 76.94906085],C_1
Lisa Watkins,11.0238711,76.98245,4,[11.03458701 76.96008318],C_4
Debra Wilson,11.0744396,77.0201347,5,[11.06430224 77.0049296 ],C_5
Stephanie Fields,10.9937033,76.9582718,1,[10.99032947 76.94906085],C_1
Vincent Ross,11.0319973,77.0744776,7,[11.0320363  77.05078642],C_7
Suzanne Mills,10.9768594,76.9176961,1,[10.99032947 76.94906085],C_1
Andrew Mitchell,10.9677249,77.0066187,6,[10.95437625 76.97053033],C_6
Cynthia Johnson,11.0148903,77.0001703,2,[11.00793952 77.00711148],C_2
Jeremy Donovan,10.9913041,76.9275534,1,[10.99032947 76.94906085],C_1
Brandon Woodard,11.0012094,77.0340399,2,[11.00793952 77.00711148],C_2
Sandra Hopkins,10.9918896,76.9642142,1,[10.99032947 76.94906085],C_1
Ronald Trujillo,11.0080729,76.9922112,2,[11.00793952 77.00711148],C_2
Michelle Montgomery,10.9786784,77.0243909,2,[11.00793952 77.00711148],C_2
Whitney Gonzales,11.0766575,77.056175,7,[11.0320363  77.05078642],C_7
Sarah Alvarez,10.9604676,76.9157635,1,[10.99032947 76.94906085],C_1
Meghan Brown,11.0406916,77.0410732,7,[11.0320363  77.05078642],C_7
Rachel Braun,10.9952909,77.0007275,2,[11.00793952 77.00711148],C_2
Kara Wilson,11.0288491,77.0336492,7,[11.0320363  77.05078642],C_7
Christina Hansen,11.0496809,77.0140515,5,[11.06430224 77.0049296 ],C_5
Marie Leon,10.9481257,76.9535312,6,[10.95437625 76.97053033],C_6
Dawn Black,11.0483476,76.9274025,3,[11.02518256 76.91014288],C_3
Tyler Eaton,11.1157542,76.9799818,5,[11.06430224 77.0049296 ],C_5
Sharon Allen,11.0526806,77.0390561,7,[11.0320363  77.05078642],C_7
Madeline Chapman,10.9889627,76.9541718,1,[10.99032947 76.94906085],C_1
Tanya Collins,10.9475793,76.9723651,6,[10.95437625 76.97053033],C_6
Douglas Garcia,11.0216334,76.9793697,4,[11.03458701 76.96008318],C_4
Thomas Melton,11.0470146,76.9421709,4,[11.03458701 76.96008318],C_4
Ricky Miller,11.0306945,76.9860644,4,[11.03458701 76.96008318],C_4
Angela Ramos,11.0387674,76.9356417,4,[11.03458701 76.96008318],C_4
Aaron Chandler,10.9865361,76.9390569,1,[10.99032947 76.94906085],C_1
Kenneth Taylor,11.0280534,76.9670584,4,[11.03458701 76.96008318],C_4
Mark Graham,11.0258327,76.9694298,4,[11.03458701 76.96008318],C_4
Zachary Perry,10.9527213,76.9874969,6,[10.95437625 76.97053033],C_6
Laura Robinson,10.9434601,76.9331569,6,[10.95437625 76.97053033],C_6
Brandi Boone,10.9466379,76.9841724,6,[10.95437625 76.97053033],C_6
Kenneth Baxter,11.0374493,76.9799673,4,[11.03458701 76.96008318],C_4
George Harrison,11.0381433,76.9733788,4,[11.03458701 76.96008318],C_4
Christian Wilson,11.0453042,76.9581389,4,[11.03458701 76.96008318],C_4
Megan Allen,11.0316593,76.9987408,2,[11.00793952 77.00711148],C_2
Elizabeth Wallace,11.0592063,77.0023679,5,[11.06430224 77.0049296 ],C_5
Kristen Kelly,10.9590246,76.9793459,6,[10.95437625 76.97053033],C_6
Brian Wood,11.025993,76.9344733,3,[11.02518256 76.91014288],C_3
Alicia Cameron,10.9943735,76.957465,1,[10.99032947 76.94906085],C_1
Brittany Patton,10.9664342,76.9508277,6,[10.95437625 76.97053033],C_6
Steve Klein,11.0349954,76.9781849,4,[11.03458701 76.96008318],C_4
Tammy Henderson,11.0480895,76.9691667,4,[11.03458701 76.96008318],C_4
Linda Preston,11.0078992,77.0150124,2,[11.00793952 77.00711148],C_2
Timothy Cole,11.0335247,76.8913334,3,[11.02518256 76.91014288],C_3
Laura Phillips,10.9654092,76.9856898,6,[10.95437625 76.97053033],C_6
Cynthia Rush,10.9893162,76.9545941,1,[10.99032947 76.94906085],C_1
David Williams,11.0415217,76.976775,4,[11.03458701 76.96008318],C_4
Erica Carson MD,11.0301604,76.9315824,3,[11.02518256 76.91014288],C_3
Nicholas Harrison,10.9712326,76.8931972,3,[11.02518256 76.91014288],C_3
John Lozano,11.0165192,77.0062467,2,[11.00793952 77.00711148],C_2
Nathan Hopkins,11.0553918,77.064688,7,[11.0320363  77.05078642],C_7
Wesley Townsend Jr.,11.0450544,77.0484634,7,[11.0320363  77.05078642],C_7
Daniel Mckinney,11.0329966,76.9291698,3,[11.02518256 76.91014288],C_3
James Franklin,11.0553093,77.0659395,7,[11.0320363  77.05078642],C_7
Ashley Snyder,10.9809957,77.0336261,2,[11.00793952 77.00711148],C_2
Mallory Turner,11.0418575,76.9388232,4,[11.03458701 76.96008318],C_4
Christina Valenzuela,11.0270024,76.9624649,4,[11.03458701 76.96008318],C_4
Blake Duke,10.9933551,76.9579916,1,[10.99032947 76.94906085],C_1
Joseph Davis,11.0376679,76.9808611,4,[11.03458701 76.96008318],C_4
Amber Tyler,11.0383891,76.9250733,3,[11.02518256 76.91014288],C_3
Patrick May,11.0620703,76.9349206,4,[11.03458701 76.96008318],C_4
Ashley Silva,10.9923382,76.9943764,2,[11.00793952 77.00711148],C_2
Corey Ibarra,11.0485897,76.9570804,4,[11.03458701 76.96008318],C_4
James Page,10.9824067,77.0016128,2,[11.00793952 77.00711148],C_2
Jacob Fox,10.9899088,76.959359,1,[10.99032947 76.94906085],C_1
Ruth Villarreal,11.024916,76.902009,3,[11.02518256 76.91014288],C_3
John Pineda,11.0237471,76.9089151,3,[11.02518256 76.91014288],C_3
Jasmine Schwartz MD,11.0009323,76.9522733,1,[10.99032947 76.94906085],C_1
Manuel Daniels,11.0533777,76.993871,5,[11.06430224 77.0049296 ],C_5
Brad Bennett,10.9543455,76.9791313,6,[10.95437625 76.97053033],C_6
Joseph Riddle,10.9248453,76.9826099,0,[10.90632173 76.96935831],C_0
Christopher Galloway,10.9986107,76.942366,1,[10.99032947 76.94906085],C_1
Daniel Ward,10.9546118,76.9921758,6,[10.95437625 76.97053033],C_6
Brenda Leonard,11.0482618,76.9584491,4,[11.03458701 76.96008318],C_4
Randall Wang,11.0528644,77.0742394,7,[11.0320363  77.05078642],C_7
Daniel Rogers,11.0462399,76.9506825,4,[11.03458701 76.96008318],C_4
Mark Fowler,10.9861849,76.9368559,1,[10.99032947 76.94906085],C_1
Joy Cuevas,11.0043583,77.034675,2,[11.00793952 77.00711148],C_2
Willie Haley,11.0152375,76.9615297,4,[11.03458701 76.96008318],C_4
Jason Johnson,11.0558067,77.0194399,5,[11.06430224 77.0049296 ],C_5
Robert Robinson,11.0482964,77.000188,5,[11.06430224 77.0049296 ],C_5
Dennis Grant,11.0163676,77.0214589,2,[11.00793952 77.00711148],C_2
Mary Schmidt,10.9917893,76.9503265,1,[10.99032947 76.94906085],C_1
